First author,Study accession,Publication date,Journal,Title,Reported trait,Trait(s),Discovery sample number and ancestry,Replication sample number and ancestry,Association count,Summary statistics,ftp downloads
Lopera-Maya EA,GCST90027455,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027455/GCST90027455_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027456,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027456/GCST90027456_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027457,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027457/GCST90027457_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027458,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (CRNFORCAT.PWY..creatinine.degradation.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027458/GCST90027458_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027459,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (DAPLYSINESYN.PWY..L.lysine.biosynthesis.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027459/GCST90027459_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027460,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027460/GCST90027460_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027461,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027461/GCST90027461_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027462,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (ECASYN.PWY..enterobacterial.common.antigen.biosynthesis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027462/GCST90027462_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027463,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (ENTBACSYN.PWY..enterobactin.biosynthesis),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027463/GCST90027463_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027464,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (FAO.PWY..fatty.acid..beta..oxidation.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027464/GCST90027464_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027465,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (FERMENTATION.PWY..mixed.acid.fermentation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027465/GCST90027465_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027466,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (FUCCAT.PWY..fucose.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027466/GCST90027466_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027467,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027467/GCST90027467_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027468,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GALACTARDEG.PWY..D.galactarate.degradation.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027468/GCST90027468_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027469,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027469/GCST90027469_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027470,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GALACTUROCAT.PWY..D.galacturonate.degradation.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027470/GCST90027470_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027471,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027471/GCST90027471_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027472,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLUCARDEG.PWY..D.glucarate.degradation.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027472/GCST90027472_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027473,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLUCONEO.PWY..gluconeogenesis.I),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027473/GCST90027473_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027474,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027474/GCST90027474_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027475,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLYCOCAT.PWY..glycogen.degradation.I..bacterial.),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027475/GCST90027475_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027476,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027476/GCST90027476_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027477,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027477/GCST90027477_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027478,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut bacterial pathway abundance (GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027478/GCST90027478_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027738,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027738/GCST90027738_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027739,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027739/GCST90027739_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027740,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027740/GCST90027740_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027741,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027741/GCST90027741_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027742,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027742/GCST90027742_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027743,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027743/GCST90027743_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027744,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027744/GCST90027744_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027745,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027745/GCST90027745_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027746,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027746/GCST90027746_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027747,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027747/GCST90027747_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027748,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027748/GCST90027748_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027749,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027749/GCST90027749_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027750,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027750/GCST90027750_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027751,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027751/GCST90027751_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027752,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Verrucomicrobia),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027752/GCST90027752_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027753,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Actinomycetales.f_Micrococcaceae.g_Rothia.s_Rothia_mucilaginosa),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027753/GCST90027753_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027754,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium.s_Bifidobacterium_adolescentis),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027754/GCST90027754_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027755,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium.s_Bifidobacterium_bifidum),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027755/GCST90027755_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027756,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium.s_Bifidobacterium_catenulatum),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027756/GCST90027756_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027757,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium.s_Bifidobacterium_longum),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027757/GCST90027757_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027758,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales.f_Coriobacteriaceae.g_Adlercreutzia.s_Adlercreutzia_equolifaciens),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027758/GCST90027758_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027759,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales.f_Coriobacteriaceae.g_Collinsella.s_Collinsella_aerofaciens),gut microbiome measurement,7738 European,'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027759/GCST90027759_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027760,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales.f_Coriobacteriaceae.g_Eggerthella.s_Eggerthella_unclassified),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027760/GCST90027760_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027761,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales.f_Coriobacteriaceae.g_Gordonibacter.s_Gordonibacter_pamelaeae),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027761/GCST90027761_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027762,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Bacteroidales_noname.g_Bacteroidales_noname.s_Bacteroidales_bacterium_ph8),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027762/GCST90027762_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027763,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Barnesiella.s_Barnesiella_intestinihominis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027763/GCST90027763_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027764,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Coprobacter.s_Coprobacter_fastidiosus),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027764/GCST90027764_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027765,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Odoribacter.s_Odoribacter_splanchnicus),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027765/GCST90027765_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027766,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Parabacteroides.s_Parabacteroides_distasonis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027766/GCST90027766_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027767,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Parabacteroides.s_Parabacteroides_goldsteinii),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027767/GCST90027767_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027768,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Porphyromonadaceae.g_Parabacteroides.s_Parabacteroides_johnsonii),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027768/GCST90027768_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027827,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Bacteroidaceae.g_Bacteroides.s_Bacteroides_finegoldii),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027827/GCST90027827_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027828,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Bacteroidaceae.g_Bacteroides.s_Bacteroides_fragilis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027828/GCST90027828_buildGRCh37.tsv.gz
